number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
462,,2023-09-12 23:39:05.975928,2023-09-12 23:39:06.520638,0 days 00:00:00.544710,0.7,7.165961679221994,5,79,8.719254712687494,1.124350612078691,1.0,FAIL
463,,2023-09-12 23:39:06.522638,2023-09-12 23:39:07.118280,0 days 00:00:00.595642,0.9,2.7002808309612676,3,91,3.724229455991504,7.943558875170584,0.7,FAIL
464,,2023-09-12 23:39:07.120282,2023-09-12 23:39:07.539557,0 days 00:00:00.419275,1.0,5.610900365379935,3,39,5.117358176502964,9.889343854864757,1.0,FAIL
465,,2023-09-12 23:39:07.541558,2023-09-12 23:39:07.981864,0 days 00:00:00.440306,0.9,4.990344630026456,3,18,9.772216697627163,1.558781372345376,0.8,FAIL
466,,2023-09-12 23:39:07.982864,2023-09-12 23:39:08.603527,0 days 00:00:00.620663,0.7,7.2109304269140475,6,91,1.6693980883850266,1.700908537509196,1.0,FAIL
467,,2023-09-12 23:39:08.605527,2023-09-12 23:39:09.153776,0 days 00:00:00.548249,0.9,4.971697246392346,5,18,4.551990482724339,2.9678048943993116,0.7,FAIL
468,,2023-09-12 23:39:09.155775,2023-09-12 23:39:09.650248,0 days 00:00:00.494473,0.5,4.57635869313683,6,39,2.7403710954941998,3.602176013809985,0.7,FAIL
469,,2023-09-12 23:39:09.652248,2023-09-12 23:39:10.000029,0 days 00:00:00.347781,0.5,7.70478628523762,6,26,1.850483158589566,3.9618679999939017,1.0,FAIL
470,,2023-09-12 23:39:10.002031,2023-09-12 23:39:10.624157,0 days 00:00:00.622126,0.9,6.249462776281819,6,8,3.887141166188301,6.140022319202716,0.7,FAIL
471,,2023-09-12 23:39:10.625157,2023-09-12 23:39:11.483227,0 days 00:00:00.858070,1.0,9.00649829542737,3,54,7.057754971540869,5.016662380697679,1.0,FAIL
472,,2023-09-12 23:39:11.485227,2023-09-12 23:39:11.971167,0 days 00:00:00.485940,0.7,4.9976488569101525,4,14,2.2005237300792095,8.257982001370861,1.0,FAIL
473,,2023-09-12 23:39:11.974167,2023-09-12 23:39:12.420797,0 days 00:00:00.446630,0.9,5.994829701406739,6,49,1.4810112479253947,8.478951663299341,1.0,FAIL
474,,2023-09-12 23:39:12.421797,2023-09-12 23:39:13.176336,0 days 00:00:00.754539,0.9,9.048285534819899,3,65,4.127379006127744,1.7563980875075877,0.8,FAIL
475,,2023-09-12 23:39:13.178843,2023-09-12 23:39:13.701859,0 days 00:00:00.523016,0.5,3.5020248545873622,5,7,2.943731165941992,3.799813725291318,0.8,FAIL
476,,2023-09-12 23:39:13.703860,2023-09-12 23:39:14.244062,0 days 00:00:00.540202,0.5,6.594292409606689,3,64,6.58372584153526,6.464675892760281,0.8,FAIL
477,,2023-09-12 23:39:14.246063,2023-09-12 23:39:14.848463,0 days 00:00:00.602400,0.9,4.383121516215366,5,77,8.3265866608768,9.589309463844078,0.8,FAIL
478,,2023-09-12 23:39:14.850464,2023-09-12 23:39:15.487327,0 days 00:00:00.636863,1.0,7.551269761305247,4,75,7.730703657301618,1.9396211088375763,0.7,FAIL
479,,2023-09-12 23:39:15.489337,2023-09-12 23:39:16.041129,0 days 00:00:00.551792,0.5,9.409806429250946,4,95,2.2156750976689343,3.112108695462478,0.7,FAIL
480,,2023-09-12 23:39:16.042129,2023-09-12 23:39:16.543689,0 days 00:00:00.501560,0.7,4.70705454417125,5,73,3.8367385929097835,4.016790031154242,0.8,FAIL
481,,2023-09-12 23:39:16.545688,2023-09-12 23:39:17.028873,0 days 00:00:00.483185,0.9,1.42316802923288,6,32,8.53637038399054,7.55021319556909,0.8,FAIL
482,,2023-09-12 23:39:17.029873,2023-09-12 23:39:17.593761,0 days 00:00:00.563888,1.0,1.6721527616035319,4,58,9.358671887102918,2.884886831817283,0.7,FAIL
483,,2023-09-12 23:39:17.595761,2023-09-12 23:39:18.144072,0 days 00:00:00.548311,0.7,1.3953112389827371,3,52,2.0104248620569467,2.3269197217980127,0.7,FAIL
484,,2023-09-12 23:39:18.145072,2023-09-12 23:39:18.799556,0 days 00:00:00.654484,1.0,8.105232935933977,6,85,9.470123960332067,4.7978642317729605,0.7,FAIL
485,,2023-09-12 23:39:18.801557,2023-09-12 23:39:19.330282,0 days 00:00:00.528725,0.5,2.6415969981711336,3,72,2.8881562915450294,6.419509926774765,0.8,FAIL
486,,2023-09-12 23:39:19.332282,2023-09-12 23:39:20.007342,0 days 00:00:00.675060,0.9,7.324362530482235,4,89,1.2829042139839206,8.007149245184273,0.7,FAIL
487,,2023-09-12 23:39:20.008352,2023-09-12 23:39:20.608771,0 days 00:00:00.600419,0.9,9.290705601027467,6,36,1.432669851292875,7.711780821728199,0.7,FAIL
488,,2023-09-12 23:39:20.610978,2023-09-12 23:39:21.262723,0 days 00:00:00.651745,0.7,7.233668904274363,6,100,5.236341474541335,8.639564186721227,0.7,FAIL
489,,2023-09-12 23:39:21.264723,2023-09-12 23:39:21.936138,0 days 00:00:00.671415,0.9,6.680186844466258,6,94,2.576151686153311,1.922408867612539,0.6,FAIL
490,,2023-09-12 23:39:21.938652,2023-09-12 23:39:22.509299,0 days 00:00:00.570647,1.0,1.7586798237212726,4,58,7.820584130156305,2.0092988335229203,0.7,FAIL
491,,2023-09-12 23:39:22.511300,2023-09-12 23:39:23.155966,0 days 00:00:00.644666,1.0,8.31438383320112,3,58,5.088337085892069,9.516008244238979,0.6,FAIL
492,,2023-09-12 23:39:23.158483,2023-09-12 23:39:23.777772,0 days 00:00:00.619289,0.9,7.148567492975284,6,70,6.127442429743488,2.519416590820824,0.7,FAIL
493,,2023-09-12 23:39:23.779773,2023-09-12 23:39:24.238089,0 days 00:00:00.458316,0.5,5.637331929547496,5,2,1.6263170794649107,2.651653647169719,0.8,FAIL
494,,2023-09-12 23:39:24.240093,2023-09-12 23:39:24.834765,0 days 00:00:00.594672,0.9,7.3874341625903,6,96,5.166112284918588,8.970945509781522,0.8,FAIL
495,,2023-09-12 23:39:24.836764,2023-09-12 23:39:25.393773,0 days 00:00:00.557009,0.7,1.238126006980841,5,69,2.1308499293211964,3.458305766309255,0.6,FAIL
496,,2023-09-12 23:39:25.395773,2023-09-12 23:39:26.038004,0 days 00:00:00.642231,0.9,8.215613735015104,6,87,7.79215438342328,6.538389052801445,0.7,FAIL
497,,2023-09-12 23:39:26.040007,2023-09-12 23:39:26.551541,0 days 00:00:00.511534,0.7,5.631688711772077,5,65,6.550658705046142,8.161692187118078,0.8,FAIL
498,,2023-09-12 23:39:26.552541,2023-09-12 23:39:27.095182,0 days 00:00:00.542641,1.0,1.5890196168212771,4,92,8.656390800506127,1.8165298391471056,0.6,FAIL
499,,2023-09-12 23:39:27.096182,2023-09-12 23:39:27.639816,0 days 00:00:00.543634,1.0,5.200381930676684,3,14,2.2831742202948755,3.3174022783138324,0.8,FAIL
